Germany Manufacturing Purchasing Managers Index (PMI),23 Jun 2011,54.7
Germany Manufacturing Purchasing Managers Index (PMI),21 Jul 2011,52.1
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2011,52
Germany Manufacturing Purchasing Managers Index (PMI),23 Aug 2011,52
Germany Manufacturing Purchasing Managers Index (PMI),01 Sep 2011,50.9
Germany Manufacturing Purchasing Managers Index (PMI),22 Sep 2011,50
Germany Manufacturing Purchasing Managers Index (PMI),03 Oct 2011,50.3
Germany Manufacturing Purchasing Managers Index (PMI),24 Oct 2011,48.9
Germany Manufacturing Purchasing Managers Index (PMI),02 Nov 2011,49.1
Germany Manufacturing Purchasing Managers Index (PMI),23 Nov 2011,47.9
Germany Manufacturing Purchasing Managers Index (PMI),01 Dec 2011,47.9
Germany Manufacturing Purchasing Managers Index (PMI),15 Dec 2011,48.1
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2012,48.4
Germany Manufacturing Purchasing Managers Index (PMI),24 Jan 2012,50.9
Germany Manufacturing Purchasing Managers Index (PMI),01 Feb 2012,51
Germany Manufacturing Purchasing Managers Index (PMI),22 Feb 2012,50.1
Germany Manufacturing Purchasing Managers Index (PMI),01 Mar 2012,50.2
Germany Manufacturing Purchasing Managers Index (PMI),22 Mar 2012,48.1
Germany Manufacturing Purchasing Managers Index (PMI),02 Apr 2012,48.4
Germany Manufacturing Purchasing Managers Index (PMI),23 Apr 2012,46.3
Germany Manufacturing Purchasing Managers Index (PMI),02 May 2012,46.2
Germany Manufacturing Purchasing Managers Index (PMI),24 May 2012,45
Germany Manufacturing Purchasing Managers Index (PMI),01 Jun 2012,45.2
Germany Manufacturing Purchasing Managers Index (PMI),21 Jun 2012,44.7
Germany Manufacturing Purchasing Managers Index (PMI),02 Jul 2012,45
Germany Manufacturing Purchasing Managers Index (PMI),24 Jul 2012,43.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2012,43
Germany Manufacturing Purchasing Managers Index (PMI),23 Aug 2012,45.1
Germany Manufacturing Purchasing Managers Index (PMI),03 Sep 2012,44.7
Germany Manufacturing Purchasing Managers Index (PMI),20 Sep 2012,47.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Oct 2012,47.4
Germany Manufacturing Purchasing Managers Index (PMI),24 Oct 2012,45.7
Germany Manufacturing Purchasing Managers Index (PMI),02 Nov 2012,46
Germany Manufacturing Purchasing Managers Index (PMI),22 Nov 2012,46.8
Germany Manufacturing Purchasing Managers Index (PMI),03 Dec 2012,46.8
Germany Manufacturing Purchasing Managers Index (PMI),14 Dec 2012,46.3
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2013,46
Germany Manufacturing Purchasing Managers Index (PMI),24 Jan 2013,48.8
Germany Manufacturing Purchasing Managers Index (PMI),01 Feb 2013,49.8
Germany Manufacturing Purchasing Managers Index (PMI),21 Feb 2013,50.1
Germany Manufacturing Purchasing Managers Index (PMI),01 Mar 2013,50.3
Germany Manufacturing Purchasing Managers Index (PMI),21 Mar 2013,48.9
Germany Manufacturing Purchasing Managers Index (PMI),02 Apr 2013,49
Germany Manufacturing Purchasing Managers Index (PMI),23 Apr 2013,47.9
Germany Manufacturing Purchasing Managers Index (PMI),02 May 2013,48.1
Germany Manufacturing Purchasing Managers Index (PMI),23 May 2013,49
Germany Manufacturing Purchasing Managers Index (PMI),03 Jun 2013,49.4
Germany Manufacturing Purchasing Managers Index (PMI),20 Jun 2013,48.7
Germany Manufacturing Purchasing Managers Index (PMI),01 Jul 2013,48.6
Germany Manufacturing Purchasing Managers Index (PMI),24 Jul 2013,50.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2013,50.7
Germany Manufacturing Purchasing Managers Index (PMI),22 Aug 2013,52
Germany Manufacturing Purchasing Managers Index (PMI),02 Sep 2013,51.8
Germany Manufacturing Purchasing Managers Index (PMI),23 Sep 2013,51.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Oct 2013,51.1
Germany Manufacturing Purchasing Managers Index (PMI),24 Oct 2013,51.5
Germany Manufacturing Purchasing Managers Index (PMI),04 Nov 2013,51.7
Germany Manufacturing Purchasing Managers Index (PMI),21 Nov 2013,52.5
Germany Manufacturing Purchasing Managers Index (PMI),02 Dec 2013,52.7
Germany Manufacturing Purchasing Managers Index (PMI),16 Dec 2013,54.2
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2014,54.3
Germany Manufacturing Purchasing Managers Index (PMI),23 Jan 2014,56.3
Germany Manufacturing Purchasing Managers Index (PMI),03 Feb 2014,56.5
Germany Manufacturing Purchasing Managers Index (PMI),20 Feb 2014,54.7
Germany Manufacturing Purchasing Managers Index (PMI),03 Mar 2014,54.8
Germany Manufacturing Purchasing Managers Index (PMI),24 Mar 2014,53.8
Germany Manufacturing Purchasing Managers Index (PMI),01 Apr 2014,53.7
Germany Manufacturing Purchasing Managers Index (PMI),23 Apr 2014,54.2
Germany Manufacturing Purchasing Managers Index (PMI),02 May 2014,54.1
Germany Manufacturing Purchasing Managers Index (PMI),22 May 2014,52.9
Germany Manufacturing Purchasing Managers Index (PMI),02 Jun 2014,52.3
Germany Manufacturing Purchasing Managers Index (PMI),23 Jun 2014,52.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Jul 2014,52
Germany Manufacturing Purchasing Managers Index (PMI),24 Jul 2014,52.9
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2014,52.4
Germany Manufacturing Purchasing Managers Index (PMI),21 Aug 2014,52
Germany Manufacturing Purchasing Managers Index (PMI),01 Sep 2014,51.4
Germany Manufacturing Purchasing Managers Index (PMI),23 Sep 2014,50.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Oct 2014,49.9
Germany Manufacturing Purchasing Managers Index (PMI),23 Oct 2014,51.8
Germany Manufacturing Purchasing Managers Index (PMI),03 Nov 2014,51.4
Germany Manufacturing Purchasing Managers Index (PMI),20 Nov 2014,50
Germany Manufacturing Purchasing Managers Index (PMI),01 Dec 2014,49.5
Germany Manufacturing Purchasing Managers Index (PMI),16 Dec 2014,51.2
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2015,51.2
Germany Manufacturing Purchasing Managers Index (PMI),23 Jan 2015,51
Germany Manufacturing Purchasing Managers Index (PMI),02 Feb 2015,50.9
Germany Manufacturing Purchasing Managers Index (PMI),20 Feb 2015,50.9
Germany Manufacturing Purchasing Managers Index (PMI),02 Mar 2015,51.1
Germany Manufacturing Purchasing Managers Index (PMI),24 Mar 2015,52.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Apr 2015,52.8
Germany Manufacturing Purchasing Managers Index (PMI),23 Apr 2015,51.9
Germany Manufacturing Purchasing Managers Index (PMI),04 May 2015,52.1
Germany Manufacturing Purchasing Managers Index (PMI),21 May 2015,51.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Jun 2015,51.1
Germany Manufacturing Purchasing Managers Index (PMI),23 Jun 2015,51.9
Germany Manufacturing Purchasing Managers Index (PMI),01 Jul 2015,51.9
Germany Manufacturing Purchasing Managers Index (PMI),24 Jul 2015,51.5
Germany Manufacturing Purchasing Managers Index (PMI),03 Aug 2015,51.8
Germany Manufacturing Purchasing Managers Index (PMI),21 Aug 2015,53.2
Germany Manufacturing Purchasing Managers Index (PMI),01 Sep 2015,53.3
Germany Manufacturing Purchasing Managers Index (PMI),23 Sep 2015,52.5
Germany Manufacturing Purchasing Managers Index (PMI),01 Oct 2015,52.3
Germany Manufacturing Purchasing Managers Index (PMI),23 Oct 2015,51.6
Germany Manufacturing Purchasing Managers Index (PMI),02 Nov 2015,52.1
Germany Manufacturing Purchasing Managers Index (PMI),23 Nov 2015,52.6
Germany Manufacturing Purchasing Managers Index (PMI),01 Dec 2015,52.9
Germany Manufacturing Purchasing Managers Index (PMI),16 Dec 2015,53
Germany Manufacturing Purchasing Managers Index (PMI),04 Jan 2016,53.2
Germany Manufacturing Purchasing Managers Index (PMI),22 Jan 2016,52.1
Germany Manufacturing Purchasing Managers Index (PMI),01 Feb 2016,52.3
Germany Manufacturing Purchasing Managers Index (PMI),22 Feb 2016,50.2
Germany Manufacturing Purchasing Managers Index (PMI),01 Mar 2016,50.5
Germany Manufacturing Purchasing Managers Index (PMI),22 Mar 2016,50.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Apr 2016,50.7
Germany Manufacturing Purchasing Managers Index (PMI),22 Apr 2016,51.9
Germany Manufacturing Purchasing Managers Index (PMI),02 May 2016,51.8
Germany Manufacturing Purchasing Managers Index (PMI),23 May 2016,52.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Jun 2016,52.1
Germany Manufacturing Purchasing Managers Index (PMI),23 Jun 2016,54.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Jul 2016,54.5
Germany Manufacturing Purchasing Managers Index (PMI),22 Jul 2016,53.7
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2016,53.8
Germany Manufacturing Purchasing Managers Index (PMI),23 Aug 2016,53.6
Germany Manufacturing Purchasing Managers Index (PMI),01 Sep 2016,53.6
Germany Manufacturing Purchasing Managers Index (PMI),23 Sep 2016,54.3
Germany Manufacturing Purchasing Managers Index (PMI),03 Oct 2016,54.3
Germany Manufacturing Purchasing Managers Index (PMI),24 Oct 2016,55.1
Germany Manufacturing Purchasing Managers Index (PMI),02 Nov 2016,55
Germany Manufacturing Purchasing Managers Index (PMI),23 Nov 2016,54.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Dec 2016,54.3
Germany Manufacturing Purchasing Managers Index (PMI),15 Dec 2016,55.5
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2017,55.6
Germany Manufacturing Purchasing Managers Index (PMI),24 Jan 2017,56.5
Germany Manufacturing Purchasing Managers Index (PMI),01 Feb 2017,56.4
Germany Manufacturing Purchasing Managers Index (PMI),21 Feb 2017,57
Germany Manufacturing Purchasing Managers Index (PMI),01 Mar 2017,56.8
Germany Manufacturing Purchasing Managers Index (PMI),24 Mar 2017,58.3
Germany Manufacturing Purchasing Managers Index (PMI),03 Apr 2017,58.3
Germany Manufacturing Purchasing Managers Index (PMI),21 Apr 2017,58.2
Germany Manufacturing Purchasing Managers Index (PMI),02 May 2017,58.2
Germany Manufacturing Purchasing Managers Index (PMI),23 May 2017,59.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Jun 2017,59.5
Germany Manufacturing Purchasing Managers Index (PMI),23 Jun 2017,59.3
Germany Manufacturing Purchasing Managers Index (PMI),03 Jul 2017,59.6
Germany Manufacturing Purchasing Managers Index (PMI),24 Jul 2017,58.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2017,58.1
Germany Manufacturing Purchasing Managers Index (PMI),23 Aug 2017,59.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Sep 2017,59.3
Germany Manufacturing Purchasing Managers Index (PMI),22 Sep 2017,60.6
Germany Manufacturing Purchasing Managers Index (PMI),02 Oct 2017,60.6
Germany Manufacturing Purchasing Managers Index (PMI),24 Oct 2017,60.5
Germany Manufacturing Purchasing Managers Index (PMI),02 Nov 2017,60.6
Germany Manufacturing Purchasing Managers Index (PMI),23 Nov 2017,62.5
Germany Manufacturing Purchasing Managers Index (PMI),01 Dec 2017,62.5
Germany Manufacturing Purchasing Managers Index (PMI),14 Dec 2017,63.3
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2018,63.3
Germany Manufacturing Purchasing Managers Index (PMI),24 Jan 2018,61.2
Germany Manufacturing Purchasing Managers Index (PMI),01 Feb 2018,61.1
Germany Manufacturing Purchasing Managers Index (PMI),21 Feb 2018,60.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Mar 2018,60.6
Germany Manufacturing Purchasing Managers Index (PMI),22 Mar 2018,58.4
Germany Manufacturing Purchasing Managers Index (PMI),03 Apr 2018,58.2
Germany Manufacturing Purchasing Managers Index (PMI),23 Apr 2018,58.1
Germany Manufacturing Purchasing Managers Index (PMI),02 May 2018,58.1
Germany Manufacturing Purchasing Managers Index (PMI),23 May 2018,56.8
Germany Manufacturing Purchasing Managers Index (PMI),01 Jun 2018,56.9
Germany Manufacturing Purchasing Managers Index (PMI),22 Jun 2018,55.9
Germany Manufacturing Purchasing Managers Index (PMI),02 Jul 2018,55.9
Germany Manufacturing Purchasing Managers Index (PMI),24 Jul 2018,57.3
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2018,56.9
Germany Manufacturing Purchasing Managers Index (PMI),23 Aug 2018,56.1
Germany Manufacturing Purchasing Managers Index (PMI),03 Sep 2018,55.9
Germany Manufacturing Purchasing Managers Index (PMI),21 Sep 2018,53.7
Germany Manufacturing Purchasing Managers Index (PMI),01 Oct 2018,53.7
Germany Manufacturing Purchasing Managers Index (PMI),24 Oct 2018,52.3
Germany Manufacturing Purchasing Managers Index (PMI),02 Nov 2018,52.2
Germany Manufacturing Purchasing Managers Index (PMI),23 Nov 2018,51.6
Germany Manufacturing Purchasing Managers Index (PMI),03 Dec 2018,51.8
Germany Manufacturing Purchasing Managers Index (PMI),14 Dec 2018,51.5
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2019,51.5
Germany Manufacturing Purchasing Managers Index (PMI),24 Jan 2019,49.9
Germany Manufacturing Purchasing Managers Index (PMI),01 Feb 2019,49.7
Germany Manufacturing Purchasing Managers Index (PMI),21 Feb 2019,47.6
Germany Manufacturing Purchasing Managers Index (PMI),01 Mar 2019,47.6
Germany Manufacturing Purchasing Managers Index (PMI),22 Mar 2019,44.7
Germany Manufacturing Purchasing Managers Index (PMI),01 Apr 2019,44.1
Germany Manufacturing Purchasing Managers Index (PMI),18 Apr 2019,44.5
Germany Manufacturing Purchasing Managers Index (PMI),02 May 2019,44.4
Germany Manufacturing Purchasing Managers Index (PMI),23 May 2019,44.3
Germany Manufacturing Purchasing Managers Index (PMI),03 Jun 2019,44.3
Germany Manufacturing Purchasing Managers Index (PMI),21 Jun 2019,45.4
Germany Manufacturing Purchasing Managers Index (PMI),01 Jul 2019,45
Germany Manufacturing Purchasing Managers Index (PMI),24 Jul 2019,43.1
Germany Manufacturing Purchasing Managers Index (PMI),01 Aug 2019,43.2
Germany Manufacturing Purchasing Managers Index (PMI),22 Aug 2019,43.6
Germany Manufacturing Purchasing Managers Index (PMI),02 Sep 2019,43.5
Germany Manufacturing Purchasing Managers Index (PMI),23 Sep 2019,43.5
Germany Manufacturing Purchasing Managers Index (PMI),01 Oct 2019,41.7
Germany Manufacturing Purchasing Managers Index (PMI),24 Oct 2019,41.7
Germany Manufacturing Purchasing Managers Index (PMI),04 Nov 2019,42.1
Germany Manufacturing Purchasing Managers Index (PMI),22 Nov 2019,43.8
Germany Manufacturing Purchasing Managers Index (PMI),02 Dec 2019,44.1
Germany Manufacturing Purchasing Managers Index (PMI),16 Dec 2019,43.4
Germany Manufacturing Purchasing Managers Index (PMI),02 Jan 2020,43.7
Germany Manufacturing Purchasing Managers Index (PMI),24 Jan 2020,43.7
Germany Manufacturing Purchasing Managers Index (PMI),03 Feb 2020,45.3
Germany Manufacturing Purchasing Managers Index (PMI),21 Feb 2020,45.3
Germany Manufacturing Purchasing Managers Index (PMI),02 Mar 2020,48
Germany Manufacturing Purchasing Managers Index (PMI),24 Mar 2020,45.7
Germany Manufacturing Purchasing Managers Index (PMI),01 Apr 2020,45.4
Germany Manufacturing Purchasing Managers Index (PMI),23 Apr 2020,45.4
Germany Manufacturing Purchasing Managers Index (PMI),04 May 2020,34.5
Germany Manufacturing Purchasing Managers Index (PMI),21 May 2020,34.5
Germany Manufacturing Purchasing Managers Index (PMI),01 Jun 2020,36.6
Germany Manufacturing Purchasing Managers Index (PMI),23 Jun 2020,36.6
Germany Manufacturing Purchasing Managers Index (PMI),01 Jul 2020,45.2
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2005,54.7
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2005,54.5
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2005,57.9
China Manufacturing Purchasing Managers Index (PMI),01 May 2005,56.7
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2005,52.9
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2005,51.7
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2005,51.1
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2005,52.6
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2005,55.1
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2005,54.1
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2005,54.1
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2006,54.3
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2006,52.1
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2006,52.1
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2006,55.3
China Manufacturing Purchasing Managers Index (PMI),01 May 2006,58.1
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2006,54.8
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2006,54.1
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2006,52.4
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2006,53.1
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2006,57
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2006,54.7
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2006,55.3
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2007,54.8
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2007,55.1
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2007,53.1
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2007,56.1
China Manufacturing Purchasing Managers Index (PMI),01 May 2007,58.6
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2007,55.7
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2007,54.5
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2007,53.3
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2007,54
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2007,56.1
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2007,53.2
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2007,55.4
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2008,55.3
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2008,53
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2008,53.4
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2008,58.4
China Manufacturing Purchasing Managers Index (PMI),01 May 2008,59.2
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2008,53.3
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2008,52
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2008,48.4
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2008,48.4
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2008,51.2
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2008,44.6
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2008,38.8
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2009,41.2
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2009,45.3
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2009,49
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2009,52.4
China Manufacturing Purchasing Managers Index (PMI),01 May 2009,53.5
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2009,53.1
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2009,53.2
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2009,53.3
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2009,54
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2009,54.3
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2009,55.2
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2009,55.2
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2010,56.6
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2010,55.8
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2010,52
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2010,55.1
China Manufacturing Purchasing Managers Index (PMI),01 May 2010,55.7
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2010,53.9
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2010,52.1
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2010,51.2
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2010,51.7
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2010,53.8
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2010,54.7
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2010,55.2
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2011,53.9
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2011,52.9
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2011,52.2
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2011,53.4
China Manufacturing Purchasing Managers Index (PMI),01 May 2011,52.9
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2011,52
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2011,50.9
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2011,50.7
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2011,50.9
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2011,51.2
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2011,50.4
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2011,49
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2012,50.3
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2012,50.5
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2012,51
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2012,53.1
China Manufacturing Purchasing Managers Index (PMI),01 May 2012,53.3
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2012,50.4
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2012,50.2
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2012,50.1
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2012,49.2
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2012,49.8
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2012,50.2
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2012,50.6
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2013,50.6
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2013,50.4
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2013,50.1
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2013,50.9
China Manufacturing Purchasing Managers Index (PMI),01 May 2013,50.6
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2013,50.8
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2013,50.1
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2013,50.3
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2013,51
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2013,51.1
China Manufacturing Purchasing Managers Index (PMI),01 Nov 2013,51.4
China Manufacturing Purchasing Managers Index (PMI),01 Dec 2013,51.4
China Manufacturing Purchasing Managers Index (PMI),01 Jan 2014,51
China Manufacturing Purchasing Managers Index (PMI),01 Feb 2014,50.5
China Manufacturing Purchasing Managers Index (PMI),01 Mar 2014,50.2
China Manufacturing Purchasing Managers Index (PMI),01 Apr 2014,50.3
China Manufacturing Purchasing Managers Index (PMI),01 May 2014,50.4
China Manufacturing Purchasing Managers Index (PMI),01 Jun 2014,50.8
China Manufacturing Purchasing Managers Index (PMI),01 Jul 2014,51
China Manufacturing Purchasing Managers Index (PMI),01 Aug 2014,51.7
China Manufacturing Purchasing Managers Index (PMI),01 Sep 2014,51.1
China Manufacturing Purchasing Managers Index (PMI),01 Oct 2014,51.1
